0,1,2,3,label
0.9378594317634064,0.6331463427748187,-0.6516859271295095,0.18276669881431395,1.0
0.3965658323081813,0.7593186793300399,-0.8589916524155091,0.8147748231390037,1.0
0.46723996434454773,0.8421038155275788,-0.5512187982526433,0.3670953013088518,1.0
0.5942298177185286,0.9612350692787828,-0.4274320255293458,-0.045058950791632135,1.0
0.9019866122611577,0.47710111771425434,0.10102982710192787,-0.6189574770118581,1.0
0.808875357081229,0.6380658942768167,0.8866770514234668,0.6566350120253299,1.0
0.6620401371378997,0.3922893632680975,0.8552457434152765,0.872514391906458,1.0
0.5610827082528735,0.9737666959317566,0.11179296906938707,0.9263647805029804,1.0
0.7349528811917283,0.8200322970710445,-0.5954219983463077,-0.6880213447417842,1.0
0.4726166935697944,0.8087042018529282,-0.9383491278383231,-0.36006092683686375,1.0
0.9909004856945633,0.4228385752566137,-0.12335336616875503,-0.5244741415096472,1.0
0.5358752838099567,1.0,0.5792429682752944,-0.46323247955027413,1.0
0.45143474197307776,0.6991058608052829,-0.4190461235401878,0.08111504220851629,1.0
1.0,0.7659036675208395,-0.6698360883431883,0.7938027904604736,1.0
0.9692423390925471,0.9145250284148814,-0.7359834909388752,0.9502072950011922,1.0
0.8541351246365942,0.691817198056045,0.47671635401543244,-0.6546820741220982,1.0
0.7982340699261534,0.6559749469444207,-1.0,0.48813181081692636,1.0
0.605880989096711,0.793128227238177,0.39618971389964286,0.32303477758064103,1.0
0.8324562841064749,0.852569054122138,0.41380069488329907,-1.0,1.0
0.8072087807048745,0.5717513340346958,-0.23530882126016017,-0.8593772032356795,1.0
-0.3253462145537671,-0.6308016284670448,0.43504617602895257,0.7357382875398084,-1.0
-0.569089973735516,-0.8246516622826969,-0.295642796057037,-0.500273650143801,-1.0
-0.6135341624866701,-0.5360698422787071,-0.421718969129243,-0.14522150949007318,-1.0
-0.7926348295861932,-0.42135768968981424,0.5105890751977411,0.7350362860238888,-1.0
-0.8753130206775288,-0.7263536348704225,-0.7047959301835671,-0.24087371296413607,-1.0
-0.5871950239626529,-0.7761979866892331,-0.202995495656903,-0.5593774261583987,-1.0
-0.5096768129115967,-0.9376614848400266,-0.7762079996287348,-0.34443187395150554,-1.0
-0.6829244135524491,-0.8958091989824886,0.8174755621276761,-0.5275616487397943,-1.0
-0.24086369486296633,-0.7440145569204981,-0.15909672229614213,0.42621402677342046,-1.0
-0.611613368257955,-0.573494041520641,-0.3321999212454063,1.0,-1.0
-0.6507006733502014,-0.4369612927211497,0.7383439976643689,-0.6532311697193453,-1.0
-0.5270458520576364,-0.8103313011639112,0.15181138610243639,-0.45857151960842757,-1.0
-0.6625594839757499,-0.9400079551792438,-0.20830002298256678,-0.9846676618489779,-1.0
-0.8054944042129916,-0.9365047829100446,0.3135484838774416,-0.1279918926118151,-1.0
-0.4816678155488838,-0.8539485993203891,-0.9223602092132036,-0.5613793022603923,-1.0
-1.0,-0.961675069034035,0.7257679632755782,-0.7841450290904575,-1.0
-0.571049733899712,-1.0,-0.7044117290796312,-0.06309587667222283,-1.0
-0.48062225389464786,-0.794762456687534,1.0,-0.6362469593003841,-1.0
-0.9735103899410417,-0.42668026512524804,0.33053611689273343,0.46978924809226297,-1.0
-0.7673349894798392,-0.5616951133134314,-0.4815395419556959,0.5369918457785345,-1.0
